# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
StorageLockContext.competingThreads.90P,1743923154991000000,1743923215023000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1743923154991000000,1743923215023000000,0
StorageLockContext.competingThreads.avg,1743923154991000000,1743923215023000000,0.0
FilePageCacheLockFree.totalNativeBytesAllocated,1743923154991000000,1743923215023000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1743923154991000000,1743923215023000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1743923154991000000,1743923215023000000,623536
FilePageCacheLockFree.totalBytesWritten,1743923154991000000,1743923215023000000,0
FilePageCacheLockFree.totalPagesReclaimed,1743923154991000000,1743923215023000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1743923154991000000,1743923215023000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1743923154991000000,1743923215023000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1743923154991000000,1743923215023000000,3037355
FilePageCacheLockFree.totalPagesAllocated,1743923154991000000,1743923215023000000,0
FilePageCache.disposedBuffers,1743923154991000000,1743923215023000000,21
FilePageCache.totalPageDisposalsUs,1743923154991000000,1743923215023000000,1550
FilePageCache.totalPageLoadsUs,1743923154991000000,1743923215023000000,218703
DirectByteBufferAllocator.reclaimed,1743923154991000000,1743923215023000000,21
DirectByteBufferAllocator.hits,1743923154991000000,1743923215023000000,21
FilePageCacheLockFree.nativeBytesInUse,1743923154991000000,1743923215023000000,0
FilePageCache.pageFastCacheHits,1743923154991000000,1743923215023000000,5922
FilePageCache.pageLoads,1743923154991000000,1743923215023000000,259
FilePageCache.pageHits,1743923154991000000,1743923215023000000,0
StreamlinedBlobStorage.recordsDeleted,1743923154991000000,1743923215023000000,30
FilePageCacheLockFree.totalPagesReadMs,1743923154991000000,1743923215023000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1743923154991000000,1743923215023000000,0
FilePageCacheLockFree.totalPagesHandedOver,1743923154991000000,1743923215023000000,0
DirectByteBufferAllocator.disposed,1743923154991000000,1743923215023000000,0
StreamlinedBlobStorage.recordsAllocated,1743923154991000000,1743923215023000000,42453
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1743923154991000000,1743923215023000000,247480320
MappedFileStorage.totalBytesMapped,1743923154991000000,1743923215023000000,199491584
FilePageCacheLockFree.totalPagesWriteMs,1743923154991000000,1743923215023000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1743923154991000000,1743923215023000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1743923154991000000,1743923215023000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1743923154991000000,1743923215023000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1743923154991000000,1743923215023000000,9001
DirectByteBufferAllocator.misses,1743923154991000000,1743923215023000000,238
FilePageCacheLockFree.totalPagesWritten,1743923154991000000,1743923215023000000,0
FilePageCacheLockFree.totalPagesRequested,1743923154991000000,1743923215023000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1743923154991000000,1743923215023000000,0
StreamlinedBlobStorage.recordsRelocated,1743923154991000000,1743923215023000000,0
StorageLockContext.competingThreads.max,1743923154991000000,1743923215023000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1743923154991000000,1743923215023000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1743923154991000000,1743923215023000000,0
FilePageCache.maxRegisteredFiles,1743923154991000000,1743923215023000000,576
FilePageCacheLockFree.totalBytesRead,1743923154991000000,1743923215023000000,0
FilePageCache.capacityInBytes,1743923154991000000,1743923215023000000,503316478
MappedFileStorage.totalPagesMapped,1743923154991000000,1743923215023000000,15
FilePageCache.maxCacheSizeInBytes,1743923154991000000,1743923215023000000,247480320
MappedFileStorage.storages,1743923154991000000,1743923215023000000,15
FilePageCacheLockFree.totalBytesRequested,1743923154991000000,1743923215023000000,0
FilePageCache.uncachedFileAccess,1743923154991000000,1743923215023000000,201
