# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.totalPageDisposalsUs,1743924535571000000,1743924595577000000,2542
FilePageCacheLockFree.totalPagesAllocated,1743924535571000000,1743924595577000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1743924535571000000,1743924595577000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1743924535571000000,1743924595577000000,0
StreamlinedBlobStorage.recordsRelocated,1743924535571000000,1743924595577000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1743924535571000000,1743924595577000000,0
MappedFileStorage.totalPagesMapped,1743924535571000000,1743924595577000000,17
FileChannelInterruptsRetryer.totalRetriedAttempts,1743924535571000000,1743924595577000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1743924535571000000,1743924595577000000,0
FilePageCache.maxCacheSizeInBytes,1743924535571000000,1743924595577000000,265314304
MappedFileStorage.totalTimeSpentOnMappingUs,1743924535571000000,1743924595577000000,5823
FilePageCacheLockFree.housekeeperTurnsSkipped,1743924535571000000,1743924595577000000,0
StorageLockContext.competingThreads.avg,1743924535571000000,1743924595577000000,0.0
FilePageCacheLockFree.housekeeperTurnsDone,1743924535571000000,1743924595577000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1743924535571000000,1743924595577000000,0
FilePageCacheLockFree.totalBytesRequested,1743924535571000000,1743924595577000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1743924535571000000,1743924595577000000,265314304
DirectByteBufferAllocator.hits,1743924535571000000,1743924595577000000,3
FilePageCache.disposedBuffers,1743924535571000000,1743924595577000000,3
FilePageCacheLockFree.totalPagesHandedOver,1743924535571000000,1743924595577000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1743924535571000000,1743924595577000000,3037425
StreamlinedBlobStorage.recordsAllocated,1743924535571000000,1743924595577000000,42454
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1743924535571000000,1743924595577000000,0
StorageLockContext.competingThreads.90P,1743924535571000000,1743924595577000000,0
StorageLockContext.competingThreads.max,1743924535571000000,1743924595577000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1743924535571000000,1743924595577000000,0
FilePageCache.pageFastCacheHits,1743924535571000000,1743924595577000000,5764
FilePageCache.uncachedFileAccess,1743924535571000000,1743924595577000000,193
FilePageCache.maxRegisteredFiles,1743924535571000000,1743924595577000000,586
FilePageCacheLockFree.nativeBytesInUse,1743924535571000000,1743924595577000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1743924535571000000,1743924595577000000,0
FilePageCacheLockFree.totalBytesRead,1743924535571000000,1743924595577000000,0
DirectByteBufferAllocator.misses,1743924535571000000,1743924595577000000,256
FilePageCacheLockFree.totalPagesReadMs,1743924535571000000,1743924595577000000,0
FilePageCacheLockFree.heapBytesInUse,1743924535571000000,1743924595577000000,0
DirectByteBufferAllocator.reclaimed,1743924535571000000,1743924595577000000,3
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1743924535571000000,1743924595577000000,623547
FilePageCacheLockFree.totalPagesWriteMs,1743924535571000000,1743924595577000000,0
FilePageCache.pageHits,1743924535571000000,1743924595577000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1743924535571000000,1743924595577000000,0
FilePageCacheLockFree.totalPagesWritten,1743924535571000000,1743924595577000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1743924535571000000,1743924595577000000,0
StreamlinedBlobStorage.recordsDeleted,1743924535571000000,1743924595577000000,30
FilePageCache.pageLoads,1743924535571000000,1743924595577000000,259
FilePageCacheLockFree.totalBytesWritten,1743924535571000000,1743924595577000000,0
FilePageCache.totalPageLoadsUs,1743924535571000000,1743924595577000000,263739
FilePageCacheLockFree.totalPagesRequested,1743924535571000000,1743924595577000000,0
FilePageCacheLockFree.totalPagesReclaimed,1743924535571000000,1743924595577000000,0
FilePageCache.capacityInBytes,1743924535571000000,1743924595577000000,503316478
MappedFileStorage.totalBytesMapped,1743924535571000000,1743924595577000000,207880192
MappedFileStorage.storages,1743924535571000000,1743924595577000000,17
DirectByteBufferAllocator.disposed,1743924535571000000,1743924595577000000,0
WriteAction.executionsCount,1743924535571000000,1743924595577000000,52
AWTEventQueue.eventsDispatched,1743924535571000000,1743924595577000000,5315
FlushQueue.queueSizeMax,1743924535571000000,1743924595577000000,128
FlushQueue.executionTimeAvgNs,1743924535571000000,1743924595577000000,1191507.7393319174
FlushQueue.queueSize90P,1743924535571000000,1743924595577000000,31
FlushQueue.waitingTimeAvgNs,1743924535571000000,1743924595577000000,3.5917306206603594E7
FlushQueue.executionTime90PNs,1743924535571000000,1743924595577000000,536575
FlushQueue.waitingTimeMaxNs,1743924535571000000,1743924595577000000,704643071
NonBlockingReadAction.failedExecutionTimeUs,1743924535571000000,1743924595577000000,49379
FlushQueue.waitingTime90PNs,1743924535571000000,1743924595577000000,77594623
AWTEventQueue.dispatchTimeMaxNs,1743924535571000000,1743924595577000000,488636415
ReadAction.executionsCount,1743924535571000000,1743924595577000000,147681
NonBlockingReadAction.finalizedExecutionsCount,1743924535571000000,1743924595577000000,151
FlushQueue.queueSizeAvg,1743924535571000000,1743924595577000000,12.294651477119135
FlushQueue.executionTimeMaxNs,1743924535571000000,1743924595577000000,763363327
NonBlockingReadAction.finalizedExecutionTimeUs,1743924535571000000,1743924595577000000,588292
FlushQueue.tasksExecuted,1743924535571000000,1743924595577000000,5179
AWTEventQueue.dispatchTimeTotalNS,1743924535571000000,1743924595577000000,12678021618
NonBlockingReadAction.failedExecutionsCount,1743924535571000000,1743924595577000000,5
AWTEventQueue.dispatchTime90PNs,1743924535571000000,1743924595577000000,3489791
AWTEventQueue.dispatchTimeAvgNs,1743924535571000000,1743924595577000000,2385278.521919097
Indexes.allKeys.lookupDurationAvgMs,1743924535571000000,1743924595577000000,0.0
IndexesFlusher.totalFlushingTimeUs,1743924535571000000,1743924595577000000,385828
Indexes.allKeys.lookupDurationMaxMs,1743924535571000000,1743924595577000000,0.0
Indexes.stubs.lookupDuration90PMs,1743924535571000000,1743924595577000000,0.0
Indexes.allKeys.lookupDuration90PMs,1743924535571000000,1743924595577000000,0.0
Indexes.entries.lookupDurationMaxMs,1743924535571000000,1743924595577000000,127.0
IndexesFlusher.totalFlushesRetried,1743924535571000000,1743924595577000000,0
Indexes.allKeys.lookups,1743924535571000000,1743924595577000000,0.0
Indexes.stubs.lookupDurationAvgMs,1743924535571000000,1743924595577000000,0.0
Indexes.entries.lookupDurationAvgMs,1743924535571000000,1743924595577000000,10.88888888888889
IndexesFlusher.totalContentionQuotaSpent,1743924535571000000,1743924595577000000,0
Indexes.stubs.lookups,1743924535571000000,1743924595577000000,0.0
Indexes.entries.lookups,1743924535571000000,1743924595577000000,18.0
Indexes.stubs.lookupDurationMaxMs,1743924535571000000,1743924595577000000,0.0
Indexes.entries.lookupDuration90PMs,1743924535571000000,1743924595577000000,9.0
IndexesFlusher.totalFlushes,1743924535571000000,1743924595577000000,59
JVM.newThreadsCount,1743924535571000000,1743924595577000000,151
OS.loadAverage,1743924535571000000,1743924595577000000,1.39111328125
JVM.totalCpuTimeMs,1743924535571000000,1743924595577000000,78850
JVM.usedNativeBytes,1743924535571000000,1743924595577000000,360127824
JVM.usedHeapBytes,1743924535571000000,1743924595577000000,238719824
JVM.totalDirectByteBuffersBytes,1743924535571000000,1743924595577000000,272305976
JVM.GC.collections,1743924535571000000,1743924595577000000,27
JVM.totalBytesAllocated,1743924535571000000,1743924595577000000,1933418920
JVM.maxThreadCount,1743924535571000000,1743924595577000000,131
JVM.maxHeapBytes,1743924535571000000,1743924595577000000,2147483648
JVM.GC.collectionTimesMs,1743924535571000000,1743924595577000000,213
JVM.threadCount,1743924535571000000,1743924595577000000,127
VFS.fileChildByName,1743924535571000000,1743924595577000000,4651
VFS.fileByIdCache.hits,1743924535571000000,1743924595577000000,2
FileNameCache.totalMisses,1743924535571000000,1743924595577000000,0
VFS.fileByIdCache.misses,1743924535571000000,1743924595577000000,24
FileNameCache.queries,1743924535571000000,1743924595577000000,0
VFS.invertedFileNameIndex.requests,1743924535571000000,1743924595577000000,0
lexer.IgnoreLang.time.ns,1743924535571000000,1743924595577000000,901395
writeAction.wait.ms,1743924535571000000,1743924595577000000,478
parser.IgnoreLang.size.bytes,1743924535571000000,1743924595577000000,0
parser.IgnoreLang.time.ns,1743924535571000000,1743924595577000000,4516399
lexer.IgnoreLang.size.bytes,1743924535571000000,1743924595577000000,0
writeAction.max.wait.ms,1743924535571000000,1743924595577000000,439
writeAction.count,1743924535571000000,1743924595577000000,52
writeAction.median.wait.ms,1743924535571000000,1743924595577000000,400
cacheStateStorage.set.duration,1743924535571000000,1743924595577000000,21
cacheStateStorage.get.counter,1743924535571000000,1743924595577000000,27
cacheStateStorage.set.counter,1743924535571000000,1743924595577000000,3
cacheStateStorage.get.duration,1743924535571000000,1743924595577000000,155
jps.app.storage.content.reader.load.component.ms,1743924535571000000,1743924595577000000,5
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1743924535571000000,1743924595577000000,0
workspaceModel.global.apply.state.to.project.ms,1743924535571000000,1743924595577000000,14
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1743924535571000000,1743924595577000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1743924535571000000,1743924595577000000,52
workspaceModel.mutableEntityStorage.to.snapshot.ms,1743924535571000000,1743924595577000000,2
jps.facet.change.listener.init.bridge.ms,1743924535571000000,1743924595577000000,1
jps.load.project.to.empty.storage.ms,1743924535571000000,1743924595577000000,148
workspaceModel.moduleBridgeLoader.loading.modules.ms,1743924535571000000,1743924595577000000,283
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1743924535571000000,1743924595577000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1743924535571000000,1743924595577000000,8
workspaceModel.sync.entities.ms,1743924535571000000,1743924595577000000,5
workspaceModel.mutableEntityStorage.replace.by.source.ms,1743924535571000000,1743924595577000000,6
workspaceModel.do.save.caches.ms,1743924535571000000,1743924595577000000,71
workspaceModel.mutableEntityStorage.modify.entity.ms,1743924535571000000,1743924595577000000,1
workspaceModel.global.updates.count,1743924535571000000,1743924595577000000,2
workspaceModel.moduleManagerBridge.load.all.modules.ms,1743924535571000000,1743924595577000000,2
workspaceModel.mutableEntityStorage.has.same.entities.ms,1743924535571000000,1743924595577000000,0
jps.save.changed.project.entities.ms,1743924535571000000,1743924595577000000,71
jps.apply.loaded.storage.ms,1743924535571000000,1743924595577000000,107
workspaceModel.mutableEntityStorage.referrers.ms,1743924535571000000,1743924595577000000,0
jps.reload.project.entities.ms,1743924535571000000,1743924595577000000,1
jps.module.iml.entities.serializer.save.entities.ms,1743924535571000000,1743924595577000000,32
jps.modifiable.module.model.bridge.new.module.ms,1743924535571000000,1743924595577000000,61
jps.modifiable.module.model.bridge.renaming.ms,1743924535571000000,1743924595577000000,0
jps.artifact.entities.serializer.load.entities.ms,1743924535571000000,1743924595577000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1743924535571000000,1743924595577000000,0
jps.modifiable.module.model.bridge.load.module.ms,1743924535571000000,1743924595577000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1743924535571000000,1743924595577000000,0
jps.global.get.library.ms,1743924535571000000,1743924595577000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1743924535571000000,1743924595577000000,0
workspaceModel.global.updates.ms,1743924535571000000,1743924595577000000,18
workspaceModel.moduleManagerBridge.build.module.graph.ms,1743924535571000000,1743924595577000000,0
workspaceModel.moduleBridge.update.option.ms,1743924535571000000,1743924595577000000,0
jps.module.iml.entities.serializer.load.entities.ms,1743924535571000000,1743924595577000000,0
workspaceModel.orphan.listener.update.ms,1743924535571000000,1743924595577000000,4
jps.global.get.library.by.name.ms,1743924535571000000,1743924595577000000,0
jps.artifact.entities.serializer.save.entities.ms,1743924535571000000,1743924595577000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1743924535571000000,1743924595577000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1743924535571000000,1743924595577000000,0
workspaceModel.mutableEntityStorage.instances.count,1743924535571000000,1743924595577000000,46
jps.project.serializers.save.ms,1743924535571000000,1743924595577000000,70
jps.global.handle.changed.events.ms,1743924535571000000,1743924595577000000,0
jps.global.initialize.library.bridges.ms,1743924535571000000,1743924595577000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1743924535571000000,1743924595577000000,96
jps.facet.change.listener.process.change.events.ms,1743924535571000000,1743924595577000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1743924535571000000,1743924595577000000,1
jps.global.handle.before.change.events.ms,1743924535571000000,1743924595577000000,0
jps.load.initial.state.ms,1743924535571000000,1743924595577000000,8
workspaceModel.mutableEntityStorage.add.entity.ms,1743924535571000000,1743924595577000000,21
jps.project.serializers.load.ms,1743924535571000000,1743924595577000000,5
jps.save.global.entities.ms,1743924535571000000,1743924595577000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1743924535571000000,1743924595577000000,13
workspaceModel.mutableEntityStorage.entities.ms,1743924535571000000,1743924595577000000,1
jps.modifiable.module.model.bridge.disposing.ms,1743924535571000000,1743924595577000000,0
workspaceModel.load.cache.from.file.ms,1743924535571000000,1743924595577000000,66
jps.global.get.libraries.ms,1743924535571000000,1743924595577000000,0
jps.global.initialize.library.bridges.after.loading.ms,1743924535571000000,1743924595577000000,1
jps.library.entities.serializer.load.entities.ms,1743924535571000000,1743924595577000000,0
jps.facet.change.listener.before.change.events.ms,1743924535571000000,1743924595577000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1743924535571000000,1743924595577000000,0
jps.library.entities.serializer.save.entities.ms,1743924535571000000,1743924595577000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1743924535571000000,1743924595577000000,10
workspaceModel.mutableEntityStorage.entities.by.source.ms,1743924535571000000,1743924595577000000,0
workspaceModel.load.cache.metadata.from.file.ms,1743924535571000000,1743924595577000000,4
workspaceModel.moduleBridge.before.changed.ms,1743924535571000000,1743924595577000000,0
jps.storage.jps.conf.reader.load.component.ms,1743924535571000000,1743924595577000000,4
workspaceModel.mutableEntityStorage.remove.entity.ms,1743924535571000000,1743924595577000000,0
workspaceModel.save.cache.to.file.ms,1743924535571000000,1743924595577000000,181
workspaceModel.workspaceFileIndexData.instances.count,1743924535571000000,1743924595577000000,1
workspaceModel.workspaceFileIndexData.init.ms,1743924535571000000,1743924595577000000,3
