# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.update.unloaded.entities.ms,1744047832956000000,1744047892991000000,0
workspaceModel.initializing.ms,1744047832956000000,1744047892991000000,2
workspaceModel.updates.count,1744047832956000000,1744047892991000000,3
workspaceModel.to.snapshot.ms,1744047832956000000,1744047892991000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1744047832956000000,1744047892991000000,13
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1744047832956000000,1744047892991000000,0
workspaceModel.cachedValue.from.cache.ms,1744047832956000000,1744047892991000000,1
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1744047832956000000,1744047892991000000,1
workspaceModel.workspaceFileIndexData.init.ms,1744047832956000000,1744047892991000000,28
workspaceModel.updates.precise.ms,1744047832956000000,1744047892991000000,6
workspaceModel.workspaceFileIndexData.markDirty.ms,1744047832956000000,1744047892991000000,0
workspaceModel.cachedValue.total.get.ms,1744047832956000000,1744047892991000000,14
workspaceModel.full.replace.project.model.ms,1744047832956000000,1744047892991000000,6
workspaceModel.cachedValueWithParameters.from.cache.ms,1744047832956000000,1744047892991000000,0
workspaceModel.replace.project.model.ms,1744047832956000000,1744047892991000000,0
workspaceModel.pre.handlers.ms,1744047832956000000,1744047892991000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1744047832956000000,1744047892991000000,130
workspaceModel.init.bridges.ms,1744047832956000000,1744047892991000000,2
workspaceModel.collect.changes.ms,1744047832956000000,1744047892991000000,0
workspaceModel.loading.from.cache.ms,1744047832956000000,1744047892991000000,131
workspaceModel.cachedValueWithParameters.clear.ms,1744047832956000000,1744047892991000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1744047832956000000,1744047892991000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1744047832956000000,1744047892991000000,30
workspaceModel.workspaceFileIndexData.processFileSets.ms,1744047832956000000,1744047892991000000,0
workspaceModel.check.recursive.update.ms,1744047832956000000,1744047892991000000,0
workspaceModel.cachedValue.calculated.ms,1744047832956000000,1744047892991000000,13
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1744047832956000000,1744047892991000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1744047832956000000,1744047892991000000,0
workspaceModel.workspaceFileIndexData.instances.count,1744047832956000000,1744047892991000000,1
workspaceModel.workspaceFileIndexData.getPackageName.ms,1744047832956000000,1744047892991000000,4
workspaceModel.cachedValue.clear.ms,1744047832956000000,1744047892991000000,0
workspaceModel.loading.total.ms,1744047832956000000,1744047892991000000,137
workspaceModel.entityStorageSnapshotImpl.instances.count,1744047832956000000,1744047892991000000,19
workspaceModel.updates.ms,1744047832956000000,1744047892991000000,37
FlushQueue.tasksExecuted,1744047832956000000,1744047892991000000,0
NonBlockingReadAction.failedExecutionTimeUs,1744047832956000000,1744047892991000000,312
AWTEventQueue.dispatchTimeMaxNs,1744047832956000000,1744047892991000000,0
FlushQueue.queueSizeMax,1744047832956000000,1744047892991000000,0
FlushQueue.waitingTime90PNs,1744047832956000000,1744047892991000000,0
NonBlockingReadAction.finalizedExecutionsCount,1744047832956000000,1744047892991000000,72
AWTEventQueue.dispatchTimeAvgNs,1744047832956000000,1744047892991000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1744047832956000000,1744047892991000000,656325
WriteAction.executionsCount,1744047832956000000,1744047892991000000,29
NonBlockingReadAction.failedExecutionsCount,1744047832956000000,1744047892991000000,1
FlushQueue.waitingTimeMaxNs,1744047832956000000,1744047892991000000,0
FlushQueue.queueSize90P,1744047832956000000,1744047892991000000,0
FlushQueue.executionTimeAvgNs,1744047832956000000,1744047892991000000,0.0
ReadAction.executionsCount,1744047832956000000,1744047892991000000,120421
FlushQueue.queueSizeAvg,1744047832956000000,1744047892991000000,0.0
FlushQueue.waitingTimeAvgNs,1744047832956000000,1744047892991000000,0.0
AWTEventQueue.dispatchTime90PNs,1744047832956000000,1744047892991000000,0
AWTEventQueue.eventsDispatched,1744047832956000000,1744047892991000000,0
FlushQueue.executionTime90PNs,1744047832956000000,1744047892991000000,0
AWTEventQueue.dispatchTimeTotalNS,1744047832956000000,1744047892991000000,14022741053
FlushQueue.executionTimeMaxNs,1744047832956000000,1744047892991000000,0
Indexes.stubs.lookups,1744047832956000000,1744047892991000000,0.0
Indexes.stubs.lookupDuration90PMs,1744047832956000000,1744047892991000000,0.0
Indexes.stubs.lookupDurationAvgMs,1744047832956000000,1744047892991000000,0.0
Indexes.entries.lookupDurationAvgMs,1744047832956000000,1744047892991000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1744047832956000000,1744047892991000000,0
Indexes.entries.lookupDuration90PMs,1744047832956000000,1744047892991000000,0.0
