# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
IndexesFlusher.totalFlushesRetried,1744047349250000000,1744047409255000000,0
Indexes.allKeys.lookupDuration90PMs,1744047349250000000,1744047409255000000,0.0
Indexes.entries.lookupDurationAvgMs,1744047349250000000,1744047409255000000,7.090909090909091
Indexes.allKeys.lookups,1744047349250000000,1744047409255000000,0.0
IndexesFlusher.totalFlushes,1744047349250000000,1744047409255000000,59
IndexesFlusher.totalContentionQuotaSpent,1744047349250000000,1744047409255000000,7
Indexes.allKeys.lookupDurationMaxMs,1744047349250000000,1744047409255000000,0.0
Indexes.stubs.lookups,1744047349250000000,1744047409255000000,0.0
Indexes.entries.lookupDuration90PMs,1744047349250000000,1744047409255000000,14.0
IndexesFlusher.totalFlushingTimeUs,1744047349250000000,1744047409255000000,466929
Indexes.entries.lookups,1744047349250000000,1744047409255000000,11.0
Indexes.entries.lookupDurationMaxMs,1744047349250000000,1744047409255000000,24.0
Indexes.stubs.lookupDurationMaxMs,1744047349250000000,1744047409255000000,0.0
Indexes.stubs.lookupDurationAvgMs,1744047349250000000,1744047409255000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1744047349250000000,1744047409255000000,0.0
Indexes.stubs.lookupDuration90PMs,1744047349250000000,1744047409255000000,0.0
VFS.fileByIdCache.hits,1744047349250000000,1744047409255000000,0
FileNameCache.queries,1744047349250000000,1744047409255000000,0
VFS.fileChildByName,1744047349250000000,1744047409255000000,2971
FileNameCache.totalMisses,1744047349250000000,1744047409255000000,0
VFS.invertedFileNameIndex.requests,1744047349250000000,1744047409255000000,0
VFS.fileByIdCache.misses,1744047349250000000,1744047409255000000,28
ReadAction.executionsCount,1744047349250000000,1744047409255000000,113945
FlushQueue.executionTime90PNs,1744047349250000000,1744047409255000000,643071
WriteAction.executionsCount,1744047349250000000,1744047409255000000,20
FlushQueue.waitingTimeMaxNs,1744047349250000000,1744047409255000000,620756991
AWTEventQueue.eventsDispatched,1744047349250000000,1744047409255000000,6066
FlushQueue.queueSize90P,1744047349250000000,1744047409255000000,45
FlushQueue.queueSizeMax,1744047349250000000,1744047409255000000,95
FlushQueue.executionTimeAvgNs,1744047349250000000,1744047409255000000,1207665.6052840159
FlushQueue.waitingTime90PNs,1744047349250000000,1744047409255000000,128974847
FlushQueue.tasksExecuted,1744047349250000000,1744047409255000000,3785
AWTEventQueue.dispatchTimeTotalNS,1744047349250000000,1744047409255000000,11312515923
NonBlockingReadAction.finalizedExecutionTimeUs,1744047349250000000,1744047409255000000,335621
AWTEventQueue.dispatchTimeMaxNs,1744047349250000000,1744047409255000000,444596223
FlushQueue.waitingTimeAvgNs,1744047349250000000,1744047409255000000,4.092252610303831E7
AWTEventQueue.dispatchTime90PNs,1744047349250000000,1744047409255000000,2703359
NonBlockingReadAction.finalizedExecutionsCount,1744047349250000000,1744047409255000000,58
NonBlockingReadAction.failedExecutionsCount,1744047349250000000,1744047409255000000,0
FlushQueue.queueSizeAvg,1744047349250000000,1744047409255000000,12.970937912813739
AWTEventQueue.dispatchTimeAvgNs,1744047349250000000,1744047409255000000,1865054.776129245
FlushQueue.executionTimeMaxNs,1744047349250000000,1744047409255000000,442499071
NonBlockingReadAction.failedExecutionTimeUs,1744047349250000000,1744047409255000000,0
workspaceModel.initializing.ms,1744047349250000000,1744047409255000000,2
workspaceModel.cachedValueWithParameters.calculated.ms,1744047349250000000,1744047409255000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1744047349250000000,1744047409255000000,145
workspaceModel.cachedValueWithParameters.clear.ms,1744047349250000000,1744047409255000000,0
workspaceModel.cachedValue.from.cache.ms,1744047349250000000,1744047409255000000,0
workspaceModel.workspaceFileIndexData.init.ms,1744047349250000000,1744047409255000000,23
workspaceModel.update.unloaded.entities.ms,1744047349250000000,1744047409255000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1744047349250000000,1744047409255000000,12
workspaceModel.updates.precise.ms,1744047349250000000,1744047409255000000,6
workspaceModel.cachedValueWithParameters.from.cache.ms,1744047349250000000,1744047409255000000,0
workspaceModel.init.bridges.ms,1744047349250000000,1744047409255000000,2
workspaceModel.cachedValueWithParameters.total.get.ms,1744047349250000000,1744047409255000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1744047349250000000,1744047409255000000,0
workspaceModel.workspaceFileIndexData.instances.count,1744047349250000000,1744047409255000000,1
workspaceModel.pre.handlers.ms,1744047349250000000,1744047409255000000,0
workspaceModel.updates.ms,1744047349250000000,1744047409255000000,34
workspaceModel.collect.changes.ms,1744047349250000000,1744047409255000000,0
workspaceModel.loading.total.ms,1744047349250000000,1744047409255000000,233
workspaceModel.cachedValue.total.get.ms,1744047349250000000,1744047409255000000,15
workspaceModel.loading.from.cache.ms,1744047349250000000,1744047409255000000,223
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1744047349250000000,1744047409255000000,0
workspaceModel.updates.count,1744047349250000000,1744047409255000000,3
workspaceModel.to.snapshot.ms,1744047349250000000,1744047409255000000,0
workspaceModel.check.recursive.update.ms,1744047349250000000,1744047409255000000,1
workspaceModel.entityStorageSnapshotImpl.instances.count,1744047349250000000,1744047409255000000,19
workspaceModel.cachedValue.calculated.ms,1744047349250000000,1744047409255000000,15
workspaceModel.workspaceFileIndexData.processFileSets.ms,1744047349250000000,1744047409255000000,0
workspaceModel.full.replace.project.model.ms,1744047349250000000,1744047409255000000,6
workspaceModel.workspaceFileIndexData.markDirty.ms,1744047349250000000,1744047409255000000,0
workspaceModel.replace.project.model.ms,1744047349250000000,1744047409255000000,0
workspaceModel.cachedValue.clear.ms,1744047349250000000,1744047409255000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1744047349250000000,1744047409255000000,24
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1744047349250000000,1744047409255000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1744047349250000000,1744047409255000000,51
DirectByteBufferAllocator.misses,1744047349250000000,1744047409255000000,255
FilePageCache.capacityInBytes,1744047349250000000,1744047409255000000,503316478
FilePageCache.pageLoads,1744047349250000000,1744047409255000000,258
FilePageCacheLockFree.totalPagesRequested,1744047349250000000,1744047409255000000,0
DirectByteBufferAllocator.disposed,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.totalPagesReclaimed,1744047349250000000,1744047409255000000,0
StorageLockContext.competingThreads.max,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.totalPagesAllocated,1744047349250000000,1744047409255000000,0
FilePageCache.uncachedFileAccess,1744047349250000000,1744047409255000000,192
FilePageCache.pageFastCacheHits,1744047349250000000,1744047409255000000,5682
FileChannelInterruptsRetryer.totalRetriedAttempts,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.totalBytesWritten,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.heapBytesInUse,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.totalPagesWritten,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1744047349250000000,1744047409255000000,0
StorageLockContext.competingThreads.90P,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.totalBytesRead,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.nativeBytesInUse,1744047349250000000,1744047409255000000,0
StreamlinedBlobStorage.recordsRelocated,1744047349250000000,1744047409255000000,0
MappedFileStorage.storages,1744047349250000000,1744047409255000000,17
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1744047349250000000,1744047409255000000,623553
FilePageCache.pageHits,1744047349250000000,1744047409255000000,0
FilePageCache.maxCacheSizeInBytes,1744047349250000000,1744047409255000000,265306112
DirectByteBufferAllocator.reclaimed,1744047349250000000,1744047409255000000,3
FilePageCacheLockFree.totalClosedStoragesReclaimed,1744047349250000000,1744047409255000000,0
MappedFileStorage.totalBytesMapped,1744047349250000000,1744047409255000000,207880192
MappedFileStorage.totalPagesMapped,1744047349250000000,1744047409255000000,17
FilePageCache.maxRegisteredFiles,1744047349250000000,1744047409255000000,586
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1744047349250000000,1744047409255000000,0
FilePageCache.totalPageDisposalsUs,1744047349250000000,1744047409255000000,1247
StreamlinedBlobStorage.recordsDeleted,1744047349250000000,1744047409255000000,30
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1744047349250000000,1744047409255000000,265306112
FilePageCacheLockFree.housekeeperTimeSpentMs,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.totalPagesWriteMs,1744047349250000000,1744047409255000000,0
DirectByteBufferAllocator.hits,1744047349250000000,1744047409255000000,3
StorageLockContext.competingThreads.avg,1744047349250000000,1744047409255000000,0.0
FilePageCacheLockFree.housekeeperTurnsSkipped,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.totalPagesReadMs,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.totalBytesRequested,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1744047349250000000,1744047409255000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1744047349250000000,1744047409255000000,3037425
FilePageCache.totalPageLoadsUs,1744047349250000000,1744047409255000000,253288
MappedFileStorage.totalTimeSpentOnMappingUs,1744047349250000000,1744047409255000000,8653
FilePageCacheLockFree.totalNativeBytesAllocated,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1744047349250000000,1744047409255000000,0
FilePageCacheLockFree.totalPagesHandedOver,1744047349250000000,1744047409255000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1744047349250000000,1744047409255000000,0
FilePageCache.disposedBuffers,1744047349250000000,1744047409255000000,3
StreamlinedBlobStorage.recordsAllocated,1744047349250000000,1744047409255000000,42454
FilePageCacheLockFree.totalPageAllocationsWaited,1744047349250000000,1744047409255000000,0
writeAction.count,1744047349250000000,1744047409255000000,20
writeAction.median.wait.ms,1744047349250000000,1744047409255000000,0
writeAction.wait.ms,1744047349250000000,1744047409255000000,13
writeAction.max.wait.ms,1744047349250000000,1744047409255000000,3
cacheStateStorage.set.duration,1744047349250000000,1744047409255000000,81
cacheStateStorage.get.duration,1744047349250000000,1744047409255000000,269
cacheStateStorage.get.counter,1744047349250000000,1744047409255000000,26
cacheStateStorage.set.counter,1744047349250000000,1744047409255000000,3
JVM.totalCpuTimeMs,1744047349250000000,1744047409255000000,73710
JVM.GC.collections,1744047349250000000,1744047409255000000,22
JVM.maxHeapBytes,1744047349250000000,1744047409255000000,2147483648
JVM.usedHeapBytes,1744047349250000000,1744047409255000000,296101336
OS.loadAverage,1744047349250000000,1744047409255000000,1.84814453125
JVM.newThreadsCount,1744047349250000000,1744047409255000000,149
JVM.totalDirectByteBuffersBytes,1744047349250000000,1744047409255000000,267908393
