# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FileNameCache.totalMisses,1744047967066000000,1744048027105000000,0
VFS.fileByIdCache.misses,1744047967066000000,1744048027105000000,28
FileNameCache.queries,1744047967066000000,1744048027105000000,0
VFS.fileByIdCache.hits,1744047967066000000,1744048027105000000,0
VFS.invertedFileNameIndex.requests,1744047967066000000,1744048027105000000,0
VFS.fileChildByName,1744047967066000000,1744048027105000000,3667
workspaceModel.cachedValueWithParameters.calculated.ms,1744047967066000000,1744048027105000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1744047967066000000,1744048027105000000,0
workspaceModel.updates.count,1744047967066000000,1744048027105000000,3
workspaceModel.cachedValueWithParameters.from.cache.ms,1744047967066000000,1744048027105000000,0
workspaceModel.collect.changes.ms,1744047967066000000,1744048027105000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1744047967066000000,1744048027105000000,0
workspaceModel.updates.precise.ms,1744047967066000000,1744048027105000000,9
workspaceModel.workspaceFileIndexData.init.ms,1744047967066000000,1744048027105000000,26
workspaceModel.entityStorageSnapshotImpl.instances.count,1744047967066000000,1744048027105000000,19
workspaceModel.cachedValue.from.cache.ms,1744047967066000000,1744048027105000000,1
workspaceModel.init.bridges.ms,1744047967066000000,1744048027105000000,2
workspaceModel.cachedValueWithParameters.total.get.ms,1744047967066000000,1744048027105000000,0
workspaceModel.workspaceFileIndexData.instances.count,1744047967066000000,1744048027105000000,1
workspaceModel.loading.total.ms,1744047967066000000,1744048027105000000,229
workspaceModel.cachedValue.calculated.ms,1744047967066000000,1744048027105000000,10
workspaceModel.to.snapshot.ms,1744047967066000000,1744048027105000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1744047967066000000,1744048027105000000,0
workspaceModel.check.recursive.update.ms,1744047967066000000,1744048027105000000,2
workspaceModel.pre.handlers.ms,1744047967066000000,1744048027105000000,1
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1744047967066000000,1744048027105000000,1
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1744047967066000000,1744048027105000000,28
workspaceModel.replace.project.model.ms,1744047967066000000,1744048027105000000,0
workspaceModel.update.unloaded.entities.ms,1744047967066000000,1744048027105000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1744047967066000000,1744048027105000000,5
workspaceModel.initializing.ms,1744047967066000000,1744048027105000000,2
workspaceModel.full.replace.project.model.ms,1744047967066000000,1744048027105000000,4
workspaceModel.updates.ms,1744047967066000000,1744048027105000000,54
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1744047967066000000,1744048027105000000,151
workspaceModel.loading.from.cache.ms,1744047967066000000,1744048027105000000,217
workspaceModel.cachedValueWithParameters.clear.ms,1744047967066000000,1744048027105000000,0
workspaceModel.cachedValue.total.get.ms,1744047967066000000,1744048027105000000,11
workspaceModel.workspaceFileIndexData.markDirty.ms,1744047967066000000,1744048027105000000,0
workspaceModel.cachedValue.clear.ms,1744047967066000000,1744048027105000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1744047967066000000,1744048027105000000,18
